mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.8771317005157471,0.007693298020333176,0.08610232671101888,0.006055734004500009,log_loss,20,200,"{'criterion': 'log_loss', 'min_samples_leaf': 20, 'n_estimators': 200}",0.813869178440607,0.8041143984055737,0.8302254646080313,0.8160696804847373,0.010772761994708259,40
2.31611704826355,0.12670448312885524,0.20789051055908203,0.012791628451151851,log_loss,20,500,"{'criterion': 'log_loss', 'min_samples_leaf': 20, 'n_estimators': 500}",0.8139989534275247,0.8040578733168084,0.830296741192625,0.816117855978986,0.010816248821967845,38
4.45903221766154,0.015737099917276648,0.40497763951619464,0.0521894564935425,log_loss,20,1000,"{'criterion': 'log_loss', 'min_samples_leaf': 20, 'n_estimators': 1000}",0.8139738356881213,0.8042274485831045,0.8306007148622161,0.8162673330444806,0.010888293136819074,34
0.44173630078633624,0.004070758220686515,0.05124004681905111,0.0004943811205504241,log_loss,25,100,"{'criterion': 'log_loss', 'min_samples_leaf': 25, 'n_estimators': 100}",0.8132726321297751,0.8043949303275942,0.8313480708153832,0.8163385444242509,0.011215103185338521,31
0.8408218224843343,0.011810144603139274,0.08563391367594402,0.004828010740797801,log_loss,25,200,"{'criterion': 'log_loss', 'min_samples_leaf': 25, 'n_estimators': 200}",0.8137414965986395,0.8043781821531453,0.8310954582141022,0.8164050456552956,0.01106869700890027,27
2.2529669602711997,0.04843930754044072,0.21460040410359701,0.005201274449533374,log_loss,25,500,"{'criterion': 'log_loss', 'min_samples_leaf': 25, 'n_estimators': 500}",0.8142009419152276,0.8045896278555638,0.8308900139408615,0.8165601945705511,0.010865914039713615,24
4.519204934438069,0.1569464235727992,0.41763774553934735,0.041256427402223,log_loss,25,1000,"{'criterion': 'log_loss', 'min_samples_leaf': 25, 'n_estimators': 1000}",0.8142448979591836,0.8047885124271454,0.8313554081108561,0.816796272832395,0.010994911607194527,11
0.45771463712056476,0.009918915693002137,0.05834190050760905,0.010967624371856858,log_loss,30,100,"{'criterion': 'log_loss', 'min_samples_leaf': 30, 'n_estimators': 100}",0.8142658294086866,0.8051580190259262,0.8309162185675504,0.8167800223340543,0.010664960867439033,13
0.8665167490641276,0.049192436866454824,0.11065030097961426,0.03940837769514929,log_loss,30,200,"{'criterion': 'log_loss', 'min_samples_leaf': 30, 'n_estimators': 200}",0.8138723181580325,0.8049539006498292,0.8314172510298419,0.8167478232792345,0.01099328963839225,15
2.2954068183898926,0.11054855365407214,0.28981765111287433,0.05769312062022247,log_loss,30,500,"{'criterion': 'log_loss', 'min_samples_leaf': 30, 'n_estimators': 500}",0.8143558346415489,0.8045331027667983,0.8320126201482134,0.816967185852187,0.011369413213760525,4
