mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Model__criterion,param_Model__min_samples_leaf,param_Model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
3.279834191004435,0.12241667666220483,0.3918760617574056,0.07073258274038895,log_loss,20,200,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 20, 'Model__n_estimators': 200}",0.8118545264259549,0.8001702033228377,0.8306971478884312,0.8142406258790746,0.012576265717025269,20
4.121278603871663,0.1569657388182628,0.4834001859029134,0.04477617081900261,log_loss,20,500,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 20, 'Model__n_estimators': 500}",0.812283621140764,0.80017439036645,0.8309298449734286,0.8144626188268808,0.012650046645699431,15
5.638198932011922,0.13838169189834215,0.7191259066263834,0.0075530010543886986,log_loss,20,1000,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 20, 'Model__n_estimators': 1000}",0.8129324960753531,0.7998645491391441,0.8310241816295085,0.8146070756146685,0.012775858398003756,6
3.2263036568959556,0.111623271395427,0.37907878557840985,0.024115777779795303,log_loss,25,100,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 25, 'Model__n_estimators': 100}",0.8113448456305599,0.799050169156562,0.8290546418875716,0.8131498855582312,0.012315592361496874,42
3.3126590251922607,0.042158656784019324,0.3445730209350586,0.028669342211933027,log_loss,25,200,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 25, 'Model__n_estimators': 200}",0.811665096807954,0.7995086504321028,0.8295147951322286,0.8135628474574285,0.012323237482818298,32
5.123180866241455,0.5717815221971048,0.5218702952067057,0.13667032574195714,log_loss,25,500,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 25, 'Model__n_estimators': 500}",0.8124092098377813,0.7995358662155825,0.830504281836001,0.8141497859631216,0.012702569174405204,24
6.612141132354736,0.7439255522713013,0.6875605583190918,0.018897802822628307,log_loss,25,1000,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 25, 'Model__n_estimators': 1000}",0.8119759288330717,0.7992029962484088,0.8308774357200507,0.8140187869338438,0.013011468809620562,27
3.2165135542551675,0.22895521358818313,0.3338464101155599,0.03861239341209797,log_loss,30,100,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 30, 'Model__n_estimators': 100}",0.8112810047095761,0.798422112614725,0.8278586627254908,0.8125205933499307,0.01204934453553053,47
3.3570823669433594,0.06825383045410612,0.4037526448567708,0.03866281608733054,log_loss,30,200,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 30, 'Model__n_estimators': 200}",0.8111104133961277,0.7985110872914852,0.8297432994769556,0.8131216000548562,0.01282956022451656,44
5.645480314890544,1.440175641584599,0.6386171181996664,0.1511371506987193,log_loss,30,500,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 30, 'Model__n_estimators': 500}",0.811462061747776,0.7989015291083273,0.8301353206922214,0.8134996371827748,0.012832282712401978,34
7.083597660064697,1.0602681051951968,0.8794024785359701,0.29520222210899244,log_loss,30,1000,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 30, 'Model__n_estimators': 1000}",0.8110716902145474,0.7988722198030415,0.830372210517489,0.8134387068450258,0.012968280008011646,36
2.8745877742767334,0.230343791265541,0.3005696137746175,0.04174348083922578,log_loss,50,100,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 100}",0.8110507587650446,0.7980107355798218,0.8266626835634099,0.8119080593027587,0.011712806494674469,51
3.493131637573242,0.396844849946246,0.40662066141764325,0.07641012584803925,log_loss,50,200,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 200}",0.8108372579801151,0.7975773765659542,0.8268031403624623,0.8117392583028439,0.011948403542146623,55
5.168646732966105,1.0310788074852095,0.6143528620402018,0.23761766511177207,log_loss,50,500,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 500}",0.8105504971219257,0.7974999162591279,0.8276794230789387,0.8119099454866641,0.012358174969469799,49
6.003198067347209,0.42435282657283513,0.7298444906870524,0.08984554150350153,log_loss,50,1000,"{'Model__criterion': 'log_loss', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 1000}",0.8103160648874935,0.7972350857506532,0.8279037346833957,0.8118182951071807,0.012565402992997857,53
